Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 18-14-46-642966,0,0,1575,1575,178.681,-19.873,0.6,0.93,-9.69,-5.41,3.3,42.67,30.772200000000005
2023-03-24 18-14-46-769055,0,0,1566,1566,178.681,-19.873,0.6,0.92,-9.69,-5.38,3.33,42.75,30.852200000000003
2023-03-24 18-14-46-896845,0,0,1566,1566,178.681,-19.873,0.61,0.92,-9.7,-5.36,3.36,42.82,30.922200000000004
2023-03-24 18-14-47-024231,0,0,1566,1566,178.681,-19.873,0.64,0.9,-9.71,-5.37,3.38,42.76,30.8622
2023-03-24 18-14-47-152344,0,0,1564,1564,178.681,-19.873,0.59,0.87,-9.8,-5.44,3.38,42.04,30.142200000000003
2023-03-24 18-14-47-281072,0,0,1560,1560,178.681,-19.961,0.59,0.97,-9.71,-5.57,3.37,39.82,27.922200000000004
2023-03-24 18-14-47-408815,0,0,1556,1556,178.681,-19.873,0.56,1.1,-9.75,-5.7,3.39,37.1,25.202200000000005
2023-03-24 18-14-47-537024,0,0,1552,1552,178.681,-19.873,0.58,1.01,-9.7,-5.8,3.44,34.22,22.322200000000002
2023-03-24 18-14-47-664809,0,0,1548,1548,178.681,-19.873,0.72,1.06,-9.65,-5.81,3.6,31.84,19.942200000000003
2023-03-24 18-14-47-793139,0,0,1546,1546,178.681,-19.873,0.53,1.0,-9.66,-5.77,3.84,30.35,18.452200000000005
2023-03-24 18-14-47-921022,0,0,1545,1545,178.681,-19.873,0.72,1.0,-9.68,-5.73,3.99,29.14,17.242200000000004
2023-03-24 18-14-48-048921,0,0,1543,1543,178.681,-19.873,0.72,0.99,-9.66,-5.71,4.02,27.87,15.972200000000004
2023-03-24 18-14-48-176767,0,0,1541,1541,178.681,-19.873,0.74,0.98,-9.69,-5.65,4.13,26.61,14.712200000000003
2023-03-24 18-14-48-305516,0,0,1539,1539,178.593,-19.873,0.8,0.96,-9.68,-5.56,4.45,25.5,13.602200000000003
2023-03-24 18-14-48-435301,0,0,1538,1538,178.681,-19.873,0.8,0.95,-9.68,-5.52,4.82,24.34,12.442200000000003
2023-03-24 18-14-48-560783,0,0,1535,1535,178.681,-19.873,0.79,0.96,-9.67,-5.56,4.93,22.7,10.802200000000003
2023-03-24 18-14-48-688675,0,0,1550,1550,178.681,-19.873,0.79,0.95,-9.7,-5.59,4.83,21.44,9.542200000000005
2023-03-24 18-14-48-815920,0,0,1550,1550,178.681,-19.873,0.76,0.97,-9.7,-5.62,4.68,20.54,8.642200000000003
2023-03-24 18-14-48-943792,0,0,1550,1550,178.681,-19.873,0.74,0.99,-9.71,-5.68,4.64,19.87,7.972200000000004
2023-03-24 18-14-49-071913,0,0,1550,1550,178.593,-19.873,0.9,0.9,-9.67,-5.78,4.62,19.49,7.592200000000002
2023-03-24 18-14-49-212133,0,0,1550,1550,178.593,-19.873,0.82,1.01,-9.69,-5.92,4.42,19.05,7.152200000000004
2023-03-24 18-14-49-339353,0,0,1550,1550,178.681,-19.873,0.74,1.03,-9.67,-6.07,4.05,18.7,6.802200000000003
2023-03-24 18-14-49-468368,0,0,1550,1550,178.681,-19.873,0.74,1.03,-9.67,-6.22,3.72,18.38,6.482200000000002
2023-03-24 18-14-49-597886,0,0,1550,1550,178.593,-19.873,0.61,1.06,-9.68,-6.38,3.59,17.7,5.802200000000003
2023-03-24 18-14-49-724598,0,0,1550,1550,178.681,-19.873,0.59,1.09,-9.81,-6.6,3.63,16.33,4.432200000000002
2023-03-24 18-14-49-852211,0,0,1550,1550,178.681,-19.961,0.65,1.17,-9.66,-6.78,3.82,15.29,3.3922000000000025
2023-03-24 18-14-49-969606,0,0,1550,1550,178.681,-19.873,0.57,1.2,-9.68,-7.0,3.91,14.68,2.782200000000003
2023-03-24 18-14-50-099785,0,0,1550,1550,178.593,-19.961,0.66,1.21,-9.65,-7.22,3.68,14.26,2.362200000000003
2023-03-24 18-14-50-224260,0,0,1550,1550,178.593,-19.873,0.65,1.27,-9.66,-7.43,3.36,13.91,2.0122000000000035
2023-03-24 18-14-50-352274,0,0,1550,1550,178.593,-19.873,0.59,1.31,-9.68,-7.62,3.2,13.37,1.4722000000000026
2023-03-24 18-14-50-480046,0,0,1550,1550,178.681,-19.873,0.63,1.35,-9.66,-7.82,3.22,12.86,0.9622000000000028
2023-03-24 18-14-50-608846,0,0,1550,1550,178.593,-19.873,0.84,1.37,-9.68,-8.02,3.35,12.49,0.5922000000000036
2023-03-24 18-14-50-736479,0,0,1550,1550,178.593,-19.873,0.51,1.41,-9.64,-8.25,3.49,12.01,0.11220000000000319
