Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 17-01-44-661927,0,0,1551,1551,178.593,-12.838,2.2,1.31,-9.42,-8.05,12.82,40.33,29.952199999999998
2023-03-24 17-01-44-886067,0,0,1549,1549,178.593,-12.838,2.19,1.31,-9.43,-8.04,12.79,40.34,29.962200000000003
2023-03-24 17-01-45-109264,0,0,1549,1549,178.681,-12.838,2.19,1.32,-9.42,-8.01,12.76,40.36,29.9822
2023-03-24 17-01-45-333164,0,0,1549,1549,178.681,-12.838,2.21,1.31,-9.42,-7.98,12.75,40.37,29.992199999999997
2023-03-24 17-01-45-557180,0,0,1549,1549,178.681,-12.838,2.17,1.31,-9.42,-7.98,12.82,40.3,29.922199999999997
2023-03-24 17-01-45-782242,0,0,1549,1549,178.593,-12.838,2.24,1.34,-9.39,-8.07,12.86,39.75,29.3722
2023-03-24 17-01-46-005347,0,0,1548,1548,178.593,-12.838,2.21,1.36,-9.42,-8.2,12.88,38.89,28.5122
2023-03-24 17-01-46-229163,0,0,1547,1547,178.593,-12.838,2.23,1.39,-9.39,-8.37,12.85,37.87,27.492199999999997
2023-03-24 17-01-46-453264,0,0,1545,1545,178.593,-12.838,2.16,1.43,-9.41,-8.6,12.76,36.42,26.0422
2023-03-24 17-01-46-677093,0,0,1544,1544,178.593,-12.838,2.21,1.45,-9.41,-8.78,12.79,35.1,24.7222
2023-03-24 17-01-46-901767,0,0,1543,1543,178.681,-12.838,2.19,1.5,-9.39,-8.95,12.87,33.59,23.212200000000003
2023-03-24 17-01-47-125615,0,0,1541,1541,178.593,-12.838,2.21,1.46,-9.4,-9.01,13.04,32.45,22.072200000000002
2023-03-24 17-01-47-349249,0,0,1541,1541,178.593,-12.838,2.27,1.5,-9.38,-8.97,13.19,31.75,21.3722
2023-03-24 17-01-47-573330,0,0,1540,1540,178.681,-12.838,2.31,1.47,-9.38,-8.86,13.19,31.39,21.0122
2023-03-24 17-01-47-797349,0,0,1540,1540,178.681,-12.838,2.27,1.46,-9.39,-8.79,13.13,30.99,20.612199999999998
