Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 22-50-29-303739,0,0,1552,1552,0.528,159.687,-0.4,0.63,-9.74,-3.81,-2.52,17.74,29.992600000000007
2023-03-24 22-50-29-424323,0,0,1556,1556,0.528,159.687,-0.39,0.63,-9.74,-3.81,-2.52,17.73,30.002600000000005
2023-03-24 22-50-29-568339,0,0,1556,1556,0.528,159.687,-0.38,0.64,-9.72,-3.8,-2.52,17.72,30.012600000000006
2023-03-24 22-50-29-702249,0,0,1555,1555,0.528,159.599,-0.88,0.6,-9.71,-3.81,-2.57,17.75,29.982600000000005
2023-03-24 22-50-29-824067,0,0,1555,1555,0.528,159.687,-0.6,0.68,-9.7,-3.75,-2.88,17.92,29.812600000000003
2023-03-24 22-50-29-951920,0,0,1555,1555,0.528,159.687,-0.53,0.61,-9.75,-3.65,-3.49,18.2,29.532600000000006
2023-03-24 22-50-30-091948,0,0,1554,1554,0.528,159.687,-0.64,0.6,-9.73,-3.57,-4.25,18.65,29.082600000000006
2023-03-24 22-50-30-234150,0,0,1554,1554,0.528,159.687,-0.87,0.58,-9.76,-3.47,-5.03,19.02,28.712600000000005
2023-03-24 22-50-30-355592,0,0,1553,1553,0.616,159.687,-1.09,0.54,-9.7,-3.43,-5.66,19.38,28.352600000000006
2023-03-24 22-50-30-482861,0,0,1554,1554,0.528,159.687,-0.92,0.56,-9.7,-3.4,-6.27,19.14,28.592600000000004
2023-03-24 22-50-30-608982,0,0,1554,1554,0.528,159.687,-1.07,0.57,-9.68,-3.39,-6.98,18.89,28.842600000000004
2023-03-24 22-50-30-736295,0,0,1554,1554,0.528,159.687,-1.25,0.55,-9.69,-3.37,-7.78,18.75,28.982600000000005
2023-03-24 22-50-30-864784,0,0,1554,1554,0.528,159.687,-1.48,0.54,-9.66,-3.37,-8.5,19.0,28.732600000000005
2023-03-24 22-50-30-996430,0,0,1553,1553,0.528,159.687,-1.44,0.57,-9.64,-3.41,-9.02,19.68,28.052600000000005
2023-03-24 22-50-31-136284,0,0,1552,1552,0.528,159.687,-1.5,0.56,-9.63,-3.48,-9.37,20.56,27.172600000000006
2023-03-24 22-50-31-276127,0,0,1551,1551,0.528,159.687,-1.57,0.58,-9.63,-3.58,-9.68,21.61,26.122600000000006
2023-03-24 22-50-31-416995,0,0,1549,1549,0.528,159.687,-1.48,0.6,-9.6,-3.71,-9.95,23.0,24.732600000000005
2023-03-24 22-50-31-553864,0,0,1546,1546,0.528,159.687,-1.49,0.61,-9.62,-3.95,-10.04,24.99,22.742600000000007
2023-03-24 22-50-31-697353,0,0,1544,1544,0.528,159.687,-1.59,0.68,-9.6,-4.21,-9.83,26.82,20.912600000000005
2023-03-24 22-50-31-828877,0,0,1542,1542,0.528,159.687,-1.54,0.72,-9.63,-4.51,-9.34,28.63,19.102600000000006
2023-03-24 22-50-31-956492,0,0,1540,1540,0.528,159.687,-1.6,0.75,-9.61,-4.83,-8.7,30.59,17.142600000000005
2023-03-24 22-50-32-085794,0,0,1537,1537,0.528,159.687,-1.44,0.91,-9.65,-5.15,-8.02,32.95,14.782600000000002
2023-03-24 22-50-32-223890,0,0,1534,1534,0.616,159.687,-1.24,0.87,-9.66,-5.42,-7.44,35.43,12.302600000000005
