Timestamp_log,left_angle,right_angle,left_thrust,right_thrust,read_left_angle,read_right_angle,accel_x,accel_y,accel_z,roll,pitch,yaw,e_alpha
2023-03-24 21-17-56-896323,0,0,1574,1574,178.857,-19.697,-0.94,0.71,-9.69,-4.25,-5.73,46.82,31.133599999999994
2023-03-24 21-17-57-030453,0,0,1566,1566,178.857,-19.697,-0.94,0.71,-9.69,-4.29,-5.71,46.85,31.163599999999995
2023-03-24 21-17-57-156384,0,0,1566,1566,178.857,-19.697,-0.93,0.7,-9.69,-4.32,-5.67,46.86,31.173599999999993
2023-03-24 21-17-57-288996,0,0,1566,1566,178.857,-19.697,-0.73,0.69,-9.72,-4.33,-5.62,46.83,31.143599999999992
2023-03-24 21-17-57-437960,0,0,1566,1566,178.857,-19.697,-0.4,0.79,-9.73,-4.31,-5.5,46.66,30.97359999999999
2023-03-24 21-17-57-556495,0,0,1566,1566,178.857,-19.697,-0.89,0.72,-9.71,-4.32,-5.15,46.68,30.993599999999994
2023-03-24 21-17-57-700890,0,0,1566,1566,178.857,-19.697,-0.8,0.7,-9.65,-4.33,-4.58,46.71,31.023599999999995
2023-03-24 21-17-57-830819,0,0,1566,1566,178.857,-19.697,-0.67,0.79,-9.8,-4.39,-3.9,46.73,31.04359999999999
2023-03-24 21-17-57-958145,0,0,1566,1566,178.857,-19.697,-1.06,0.65,-9.74,-4.44,-3.14,46.56,30.873599999999996
2023-03-24 21-17-58-085313,0,0,1564,1564,178.857,-19.697,-0.44,0.76,-9.73,-4.5,-2.54,45.49,29.803599999999996
2023-03-24 21-17-58-212835,0,0,1563,1563,178.857,-19.697,-0.32,0.78,-9.72,-4.57,-2.07,44.64,28.953599999999994
2023-03-24 21-17-58-341827,0,0,1562,1562,178.857,-19.697,-0.25,0.79,-9.81,-4.68,-1.8,43.93,28.243599999999994
2023-03-24 21-17-58-469545,0,0,1559,1559,178.857,-19.697,-0.35,0.77,-9.76,-4.81,-1.79,42.64,26.953599999999994
2023-03-24 21-17-58-596262,0,0,1556,1556,178.857,-19.609,-0.31,0.82,-9.71,-4.92,-1.97,40.73,25.04359999999999
2023-03-24 21-17-58-724889,0,0,1553,1553,178.857,-19.697,-0.36,0.87,-9.73,-5.01,-2.14,38.77,23.083599999999997
2023-03-24 21-17-58-854562,0,0,1550,1550,178.857,-19.697,-0.4,0.86,-9.72,-5.1,-2.2,36.86,21.173599999999993
2023-03-24 21-17-58-980801,0,0,1548,1548,178.857,-19.697,-0.39,0.91,-9.72,-5.21,-2.12,35.26,19.573599999999992
2023-03-24 21-17-59-108402,0,0,1547,1547,178.857,-19.697,-0.35,0.91,-9.72,-5.37,-1.91,34.31,18.623599999999996
2023-03-24 21-17-59-241277,0,0,1547,1547,178.857,-19.697,-0.31,0.94,-9.69,-5.58,-1.83,33.88,18.193599999999996
2023-03-24 21-17-59-370897,0,0,1546,1546,178.769,-19.697,-0.32,0.95,-9.66,-5.83,-2.01,33.38,17.693599999999996
2023-03-24 21-17-59-497491,0,0,1544,1544,178.857,-19.697,-0.37,0.99,-9.75,-6.09,-2.45,32.2,16.513599999999997
2023-03-24 21-17-59-622992,0,0,1541,1541,178.857,-19.697,-0.42,1.0,-9.71,-6.36,-2.98,30.42,14.733599999999996
2023-03-24 21-17-59-748178,0,0,1538,1538,178.857,-19.697,-0.65,1.08,-9.65,-6.61,-3.38,28.41,12.723599999999994
2023-03-24 21-17-59-876632,0,0,1535,1535,178.857,-19.697,-0.69,1.16,-9.69,-6.87,-3.61,26.57,10.883599999999994
2023-03-24 21-18-00-005486,0,0,1550,1550,178.857,-19.697,-0.61,1.2,-9.67,-7.09,-3.75,25.35,9.663599999999995
2023-03-24 21-18-00-132686,0,0,1550,1550,178.857,-19.697,-0.73,1.31,-9.57,-7.35,-3.84,24.8,9.113599999999995
2023-03-24 21-18-00-264560,0,0,1550,1550,178.857,-19.697,-0.54,1.3,-9.64,-7.56,-3.67,24.6,8.913599999999995
2023-03-24 21-18-00-393017,0,0,1550,1550,178.769,-19.697,-0.51,1.32,-9.65,-7.73,-3.45,24.49,8.803599999999992
2023-03-24 21-18-00-523609,0,0,1550,1550,178.769,-19.697,-0.54,1.35,-9.64,-7.86,-3.5,24.46,8.773599999999995
2023-03-24 21-18-00-645166,0,0,1550,1550,178.857,-19.697,-0.54,1.36,-9.65,-7.96,-3.59,24.52,8.833599999999993
2023-03-24 21-18-00-772401,0,0,1550,1550,178.769,-19.697,-0.6,1.37,-9.66,-8.07,-3.74,24.55,8.863599999999995
2023-03-24 21-18-00-900319,0,0,1550,1550,178.857,-19.697,-0.64,1.41,-9.65,-8.18,-3.88,24.58,8.893599999999992
2023-03-24 21-18-01-029778,0,0,1550,1550,178.769,-19.697,-0.67,1.43,-9.64,-8.29,-4.07,24.45,8.763599999999993
2023-03-24 21-18-01-169336,0,0,1550,1550,178.769,-19.697,-0.7,1.42,-9.62,-8.35,-4.26,24.43,8.743599999999994
2023-03-24 21-18-01-324196,0,0,1550,1550,178.769,-19.697,-0.75,1.44,-9.63,-8.37,-4.44,24.54,8.853599999999993
2023-03-24 21-18-01-449358,0,0,1550,1550,178.857,-19.697,-0.68,1.44,-9.65,-8.33,-4.58,24.76,9.073599999999995
2023-03-24 21-18-01-582665,0,0,1550,1550,178.769,-19.697,-0.7,1.42,-9.63,-8.28,-4.79,24.69,9.003599999999995
2023-03-24 21-18-01-721030,0,0,1550,1550,178.769,-19.697,-0.78,1.44,-9.63,-8.27,-5.03,24.59,8.903599999999994
