Timestamp_cmd,imu_cmd
2023-01-13 09:43:50:855,0
2023-01-13 09:43:50:864,0
2023-01-13 09:43:50:874,0
2023-01-13 09:43:50:884,0
2023-01-13 09:43:50:894,0
2023-01-13 09:43:50:904,0
2023-01-13 09:43:50:914,0
2023-01-13 09:43:50:924,0
2023-01-13 09:43:50:934,0
2023-01-13 09:43:50:944,0
2023-01-13 09:43:50:954,0
2023-01-13 09:43:50:964,0
2023-01-13 09:43:50:974,0
2023-01-13 09:43:50:984,0
2023-01-13 09:43:50:994,0
2023-01-13 09:43:51:4,0
2023-01-13 09:43:51:14,0
2023-01-13 09:43:51:24,0
2023-01-13 09:43:51:34,0
2023-01-13 09:43:51:44,0
2023-01-13 09:43:51:54,0
2023-01-13 09:43:51:64,0
2023-01-13 09:43:51:74,0
2023-01-13 09:43:51:84,0
2023-01-13 09:43:51:94,0
2023-01-13 09:43:51:104,0
2023-01-13 09:43:51:114,0
2023-01-13 09:43:51:124,0
2023-01-13 09:43:51:134,0
2023-01-13 09:43:51:144,0
2023-01-13 09:43:51:154,0
2023-01-13 09:43:51:164,0
2023-01-13 09:43:51:174,0
2023-01-13 09:43:51:184,0
2023-01-13 09:43:51:194,0
2023-01-13 09:43:51:204,0
2023-01-13 09:43:51:214,0
2023-01-13 09:43:51:224,0
2023-01-13 09:43:51:234,0
2023-01-13 09:43:51:244,0
2023-01-13 09:43:51:254,0
2023-01-13 09:43:51:264,0
2023-01-13 09:43:51:274,0
2023-01-13 09:43:51:284,0
2023-01-13 09:43:51:294,0
2023-01-13 09:43:51:304,0
2023-01-13 09:43:51:314,0
2023-01-13 09:43:51:324,0
2023-01-13 09:43:51:334,0
2023-01-13 09:43:51:344,0
2023-01-13 09:43:51:354,0
2023-01-13 09:43:51:364,0
2023-01-13 09:43:51:374,0
2023-01-13 09:43:51:384,0
2023-01-13 09:43:51:394,0
2023-01-13 09:43:51:404,0
2023-01-13 09:43:51:414,0
2023-01-13 09:43:51:424,0
2023-01-13 09:43:51:434,0
2023-01-13 09:43:51:444,0
2023-01-13 09:43:51:454,0
2023-01-13 09:43:51:464,0
2023-01-13 09:43:51:474,0
2023-01-13 09:43:51:483,0
2023-01-13 09:43:51:494,0
2023-01-13 09:43:51:504,0
2023-01-13 09:43:51:514,0
2023-01-13 09:43:51:524,0
2023-01-13 09:43:51:534,0
