Timestamp_cmd,imu_cmd
2023-02-15 04:53:49:825,0
2023-02-15 04:53:49:833,0
2023-02-15 04:53:49:843,0
2023-02-15 04:53:49:854,0
2023-02-15 04:53:49:864,0
2023-02-15 04:53:49:874,0
2023-02-15 04:53:49:884,0
Timestamp_cmd,imu_cmd
2023-02-15 04:53:49:825,0
2023-02-15 04:53:49:833,0
2023-02-15 04:53:49:843,0
2023-02-15 04:53:49:854,0
2023-02-15 04:53:49:864,0
2023-02-15 04:53:49:874,0
2023-02-15 04:53:49:884,0
Timestamp_cmd,imu_cmd
2023-02-15 04:53:49:825,0
2023-02-15 04:53:49:833,0
2023-02-15 04:53:49:843,0
2023-02-15 04:53:49:854,0
2023-02-15 04:53:49:864,0
2023-02-15 04:53:49:874,0
2023-02-15 04:53:49:884,0
2023-02-15 04:53:49:894,0
2023-02-15 04:53:49:904,0
2023-02-15 04:53:49:914,0
2023-02-15 04:53:49:923,0
2023-02-15 04:53:49:933,0
2023-02-15 04:53:49:943,0
2023-02-15 04:53:49:953,0
2023-02-15 04:53:49:963,0
2023-02-15 04:53:49:974,0
2023-02-15 04:53:49:984,0
2023-02-15 04:53:49:993,0
2023-02-15 04:53:50:3,0
2023-02-15 04:53:50:14,0
2023-02-15 04:53:50:24,0
2023-02-15 04:53:50:33,0
2023-02-15 04:53:50:43,0
2023-02-15 04:53:50:53,0
2023-02-15 04:53:50:63,0
2023-02-15 04:53:50:73,0
2023-02-15 04:53:50:83,0
2023-02-15 04:53:50:94,0
2023-02-15 04:53:50:103,0
2023-02-15 04:53:50:114,0
2023-02-15 04:53:50:124,0
2023-02-15 04:53:50:134,0
2023-02-15 04:53:50:144,0
2023-02-15 04:53:50:154,0
2023-02-15 04:53:50:164,0
2023-02-15 04:53:50:174,0
2023-02-15 04:53:50:184,0
2023-02-15 04:53:50:194,0
2023-02-15 04:53:50:204,0
2023-02-15 04:53:50:214,0
2023-02-15 04:53:50:224,0
2023-02-15 04:53:50:233,0
2023-02-15 04:53:50:244,0
2023-02-15 04:53:50:254,0
2023-02-15 04:53:50:264,0
2023-02-15 04:53:50:274,0
2023-02-15 04:53:50:284,0
2023-02-15 04:53:50:294,0
2023-02-15 04:53:50:304,0
2023-02-15 04:53:50:313,0
2023-02-15 04:53:50:324,0
2023-02-15 04:53:50:334,0
2023-02-15 04:53:50:344,0
2023-02-15 04:53:50:354,0
2023-02-15 04:53:50:364,0
2023-02-15 04:53:50:374,0
2023-02-15 04:53:50:384,0
2023-02-15 04:53:50:394,0
2023-02-15 04:53:50:404,0
2023-02-15 04:53:50:414,0
2023-02-15 04:53:50:424,0
2023-02-15 04:53:50:434,0
2023-02-15 04:53:50:444,0
2023-02-15 04:53:50:454,0
2023-02-15 04:53:50:464,0
2023-02-15 04:53:50:474,0
2023-02-15 04:53:50:484,0
2023-02-15 04:53:50:494,0
2023-02-15 04:53:50:504,0
2023-02-15 04:53:50:514,0
2023-02-15 04:53:50:524,0
2023-02-15 04:53:50:534,0
2023-02-15 04:53:50:544,0
2023-02-15 04:53:50:554,0
2023-02-15 04:53:50:564,0
2023-02-15 04:53:50:574,0
2023-02-15 04:53:50:584,0
2023-02-15 04:53:50:594,0
2023-02-15 04:53:50:604,0
2023-02-15 04:53:50:614,0
2023-02-15 04:53:50:624,0
2023-02-15 04:53:50:634,0
2023-02-15 04:53:50:644,0
2023-02-15 04:53:50:654,0
2023-02-15 04:53:50:664,0
2023-02-15 04:53:50:675,0
2023-02-15 04:53:50:683,0
2023-02-15 04:53:50:693,0
2023-02-15 04:53:50:703,0
2023-02-15 04:53:50:713,0
2023-02-15 04:53:50:723,0
2023-02-15 04:53:50:733,0
2023-02-15 04:53:50:744,0
2023-02-15 04:53:50:754,0
2023-02-15 04:53:50:763,0
2023-02-15 04:53:50:773,0
2023-02-15 04:53:50:784,0
2023-02-15 04:53:50:794,0
2023-02-15 04:53:50:804,0
2023-02-15 04:53:50:814,0
2023-02-15 04:53:50:823,0
2023-02-15 04:53:50:834,0
2023-02-15 04:53:50:844,0
2023-02-15 04:53:50:854,0
2023-02-15 04:53:50:864,0
2023-02-15 04:53:50:874,0
2023-02-15 04:53:50:884,0
2023-02-15 04:53:50:894,0
2023-02-15 04:53:50:904,0
2023-02-15 04:53:50:914,0
2023-02-15 04:53:50:924,0
2023-02-15 04:53:50:934,0
2023-02-15 04:53:50:944,0
2023-02-15 04:53:50:954,0
2023-02-15 04:53:50:964,0
2023-02-15 04:53:50:974,0
2023-02-15 04:53:50:984,0
2023-02-15 04:53:50:993,0
2023-02-15 04:53:51:3,0
2023-02-15 04:53:51:14,0
2023-02-15 04:53:51:23,0
2023-02-15 04:53:51:33,0
2023-02-15 04:53:51:43,0
2023-02-15 04:53:51:54,0
2023-02-15 04:53:51:64,0
2023-02-15 04:53:51:73,0
2023-02-15 04:53:51:83,0
2023-02-15 04:53:51:93,0
2023-02-15 04:53:51:104,0
2023-02-15 04:53:51:114,0
2023-02-15 04:53:51:124,0
2023-02-15 04:53:51:134,0
2023-02-15 04:53:51:144,0
2023-02-15 04:53:51:154,0
2023-02-15 04:53:51:164,0
2023-02-15 04:53:51:174,0
2023-02-15 04:53:51:184,0
2023-02-15 04:53:51:194,0
2023-02-15 04:53:51:204,0
2023-02-15 04:53:51:214,0
2023-02-15 04:53:51:224,0
2023-02-15 04:53:51:234,0
2023-02-15 04:53:51:244,0
2023-02-15 04:53:51:254,0
2023-02-15 04:53:51:263,0
2023-02-15 04:53:51:274,0
2023-02-15 04:53:51:287,0
2023-02-15 04:53:51:293,0
2023-02-15 04:53:51:303,0
2023-02-15 04:53:51:313,0
2023-02-15 04:53:51:324,0
2023-02-15 04:53:51:334,0
2023-02-15 04:53:51:344,0
2023-02-15 04:53:51:354,0
2023-02-15 04:53:51:364,0
2023-02-15 04:53:51:374,0
2023-02-15 04:53:51:384,0
2023-02-15 04:53:51:394,0
2023-02-15 04:53:51:404,0
2023-02-15 04:53:51:414,0
2023-02-15 04:53:51:424,0
2023-02-15 04:53:51:434,0
2023-02-15 04:53:51:444,0
2023-02-15 04:53:51:454,0
