Timestamp_cmd,imu_cmd
2023-02-15 07:27:31:779,0
2023-02-15 07:27:31:787,0
2023-02-15 07:27:31:797,0
2023-02-15 07:27:31:807,0
2023-02-15 07:27:31:818,0
2023-02-15 07:27:31:827,0
2023-02-15 07:27:31:838,0
2023-02-15 07:27:31:847,0
2023-02-15 07:27:31:857,0
2023-02-15 07:27:31:867,0
2023-02-15 07:27:31:877,0
2023-02-15 07:27:31:887,0
2023-02-15 07:27:31:897,0
2023-02-15 07:27:31:907,0
2023-02-15 07:27:31:917,0
2023-02-15 07:27:31:927,0
2023-02-15 07:27:31:937,0
2023-02-15 07:27:31:947,0
2023-02-15 07:27:31:958,0
2023-02-15 07:27:31:967,0
2023-02-15 07:27:31:978,0
2023-02-15 07:27:31:988,0
2023-02-15 07:27:31:998,0
2023-02-15 07:27:32:7,0
2023-02-15 07:27:32:18,0
2023-02-15 07:27:32:27,0
2023-02-15 07:27:32:38,0
2023-02-15 07:27:32:47,0
2023-02-15 07:27:32:57,0
2023-02-15 07:27:32:67,0
2023-02-15 07:27:32:78,0
2023-02-15 07:27:32:87,0
2023-02-15 07:27:32:97,0
2023-02-15 07:27:32:107,0
2023-02-15 07:27:32:117,0
2023-02-15 07:27:32:127,0
2023-02-15 07:27:32:137,0
2023-02-15 07:27:32:147,0
2023-02-15 07:27:32:157,0
2023-02-15 07:27:32:167,0
2023-02-15 07:27:32:177,0
2023-02-15 07:27:32:187,0
2023-02-15 07:27:32:197,0
2023-02-15 07:27:32:207,0
2023-02-15 07:27:32:217,0
2023-02-15 07:27:32:227,0
2023-02-15 07:27:32:237,0
2023-02-15 07:27:32:247,0
2023-02-15 07:27:32:257,0
2023-02-15 07:27:32:267,0
2023-02-15 07:27:32:277,0
2023-02-15 07:27:32:287,0
2023-02-15 07:27:32:297,0
2023-02-15 07:27:32:307,0
2023-02-15 07:27:32:318,0
2023-02-15 07:27:32:327,0
2023-02-15 07:27:32:337,0
2023-02-15 07:27:32:347,0
2023-02-15 07:27:32:357,0
2023-02-15 07:27:32:367,0
2023-02-15 07:27:32:377,0
2023-02-15 07:27:32:387,0
