Timestamp_cmd,imu_cmd
2023-01-13 10:08:53:324,0
2023-01-13 10:08:53:332,0
2023-01-13 10:08:53:342,0
2023-01-13 10:08:53:353,0
2023-01-13 10:08:53:363,0
2023-01-13 10:08:53:373,0
2023-01-13 10:08:53:383,0
2023-01-13 10:08:53:393,0
2023-01-13 10:08:53:403,0
2023-01-13 10:08:53:413,0
2023-01-13 10:08:53:423,0
2023-01-13 10:08:53:433,0
2023-01-13 10:08:53:443,0
2023-01-13 10:08:53:453,0
2023-01-13 10:08:53:463,0
2023-01-13 10:08:53:473,0
2023-01-13 10:08:53:483,0
2023-01-13 10:08:53:493,0
2023-01-13 10:08:53:503,0
2023-01-13 10:08:53:513,0
2023-01-13 10:08:53:523,0
2023-01-13 10:08:53:533,0
2023-01-13 10:08:53:543,0
2023-01-13 10:08:53:553,0
2023-01-13 10:08:53:563,0
2023-01-13 10:08:53:573,0
2023-01-13 10:08:53:583,0
2023-01-13 10:08:53:593,0
2023-01-13 10:08:53:603,0
2023-01-13 10:08:53:613,0
2023-01-13 10:08:53:623,0
2023-01-13 10:08:53:633,0
2023-01-13 10:08:53:643,0
2023-01-13 10:08:53:653,0
2023-01-13 10:08:53:663,0
2023-01-13 10:08:53:673,0
2023-01-13 10:08:53:682,0
2023-01-13 10:08:53:692,0
2023-01-13 10:08:53:702,0
2023-01-13 10:08:53:713,0
2023-01-13 10:08:53:723,0
2023-01-13 10:08:53:733,0
2023-01-13 10:08:53:743,0
2023-01-13 10:08:53:753,0
2023-01-13 10:08:53:763,0
2023-01-13 10:08:53:773,0
2023-01-13 10:08:53:783,0
2023-01-13 10:08:53:793,0
2023-01-13 10:08:53:803,0
2023-01-13 10:08:53:813,0
2023-01-13 10:08:53:823,0
2023-01-13 10:08:53:833,0
2023-01-13 10:08:53:843,0
2023-01-13 10:08:53:853,0
2023-01-13 10:08:53:863,0
2023-01-13 10:08:53:873,0
2023-01-13 10:08:53:883,0
2023-01-13 10:08:53:893,0
2023-01-13 10:08:53:903,0
2023-01-13 10:08:53:912,0
2023-01-13 10:08:53:923,0
2023-01-13 10:08:53:933,0
2023-01-13 10:08:53:943,0
2023-01-13 10:08:53:953,0
2023-01-13 10:08:53:963,0
2023-01-13 10:08:53:973,0
2023-01-13 10:08:53:983,0
2023-01-13 10:08:53:993,0
2023-01-13 10:08:54:3,0
2023-01-13 10:08:54:13,0
2023-01-13 10:08:54:23,0
2023-01-13 10:08:54:33,0
2023-01-13 10:08:54:43,0
2023-01-13 10:08:54:53,0
2023-01-13 10:08:54:63,0
2023-01-13 10:08:54:73,0
2023-01-13 10:08:54:83,0
2023-01-13 10:08:54:93,0
2023-01-13 10:08:54:103,0
2023-01-13 10:08:54:113,0
2023-01-13 10:08:54:123,0
2023-01-13 10:08:54:133,0
2023-01-13 10:08:54:143,0
2023-01-13 10:08:54:153,0
2023-01-13 10:08:54:163,0
2023-01-13 10:08:54:173,0
2023-01-13 10:08:54:183,0
2023-01-13 10:08:54:192,0
2023-01-13 10:08:54:203,0
2023-01-13 10:08:54:213,0
2023-01-13 10:08:54:223,0
2023-01-13 10:08:54:233,0
2023-01-13 10:08:54:243,0
2023-01-13 10:08:54:253,0
2023-01-13 10:08:54:263,0
2023-01-13 10:08:54:273,0
2023-01-13 10:08:54:283,0
