Timestamp_cmd,imu_cmd
2023-02-15 07:25:26:823,0
2023-02-15 07:25:26:832,0
2023-02-15 07:25:26:842,0
2023-02-15 07:25:26:852,0
2023-02-15 07:25:26:862,0
2023-02-15 07:25:26:872,0
2023-02-15 07:25:26:882,0
2023-02-15 07:25:26:892,0
2023-02-15 07:25:26:902,0
2023-02-15 07:25:26:912,0
2023-02-15 07:25:26:922,0
2023-02-15 07:25:26:932,0
2023-02-15 07:25:26:942,0
2023-02-15 07:25:26:952,0
2023-02-15 07:25:26:962,0
2023-02-15 07:25:26:972,0
2023-02-15 07:25:26:982,0
2023-02-15 07:25:26:992,0
2023-02-15 07:25:27:2,0
2023-02-15 07:25:27:12,0
2023-02-15 07:25:27:22,0
2023-02-15 07:25:27:32,0
2023-02-15 07:25:27:42,0
2023-02-15 07:25:27:52,0
2023-02-15 07:25:27:62,0
2023-02-15 07:25:27:72,0
2023-02-15 07:25:27:82,0
2023-02-15 07:25:27:92,0
2023-02-15 07:25:27:102,0
2023-02-15 07:25:27:112,0
2023-02-15 07:25:27:122,0
2023-02-15 07:25:27:132,0
2023-02-15 07:25:27:142,0
2023-02-15 07:25:27:152,0
2023-02-15 07:25:27:162,0
2023-02-15 07:25:27:172,0
2023-02-15 07:25:27:182,0
2023-02-15 07:25:27:192,0
2023-02-15 07:25:27:202,0
2023-02-15 07:25:27:212,0
2023-02-15 07:25:27:222,0
2023-02-15 07:25:27:232,0
2023-02-15 07:25:27:242,0
2023-02-15 07:25:27:251,0
2023-02-15 07:25:27:262,0
2023-02-15 07:25:27:272,0
2023-02-15 07:25:27:282,0
2023-02-15 07:25:27:292,0
2023-02-15 07:25:27:302,0
2023-02-15 07:25:27:312,0
2023-02-15 07:25:27:322,0
2023-02-15 07:25:27:332,0
2023-02-15 07:25:27:342,0
2023-02-15 07:25:27:352,0
2023-02-15 07:25:27:362,0
2023-02-15 07:25:27:372,0
2023-02-15 07:25:27:382,0
2023-02-15 07:25:27:392,0
2023-02-15 07:25:27:402,0
2023-02-15 07:25:27:412,0
2023-02-15 07:25:27:422,0
2023-02-15 07:25:27:432,0
2023-02-15 07:25:27:442,0
2023-02-15 07:25:27:452,0
2023-02-15 07:25:27:462,0
2023-02-15 07:25:27:472,0
2023-02-15 07:25:27:482,0
2023-02-15 07:25:27:492,0
2023-02-15 07:25:27:502,0
2023-02-15 07:25:27:512,0
2023-02-15 07:25:27:522,0
2023-02-15 07:25:27:532,0
2023-02-15 07:25:27:542,0
2023-02-15 07:25:27:552,0
2023-02-15 07:25:27:562,0
2023-02-15 07:25:27:572,0
2023-02-15 07:25:27:582,0
2023-02-15 07:25:27:592,0
2023-02-15 07:25:27:602,0
2023-02-15 07:25:27:612,0
2023-02-15 07:25:27:622,0
2023-02-15 07:25:27:632,0
2023-02-15 07:25:27:642,0
2023-02-15 07:25:27:652,0
2023-02-15 07:25:27:662,0
2023-02-15 07:25:27:672,0
2023-02-15 07:25:27:682,0
2023-02-15 07:25:27:691,0
2023-02-15 07:25:27:702,0
2023-02-15 07:25:27:712,0
2023-02-15 07:25:27:722,0
2023-02-15 07:25:27:732,0
2023-02-15 07:25:27:742,0
2023-02-15 07:25:27:752,0
2023-02-15 07:25:27:762,0
2023-02-15 07:25:27:772,0
2023-02-15 07:25:27:782,0
2023-02-15 07:25:27:792,0
2023-02-15 07:25:27:802,0
2023-02-15 07:25:27:812,0
2023-02-15 07:25:27:821,0
2023-02-15 07:25:27:832,0
2023-02-15 07:25:27:841,0
2023-02-15 07:25:27:852,0
2023-02-15 07:25:27:862,0
2023-02-15 07:25:27:871,0
2023-02-15 07:25:27:882,0
2023-02-15 07:25:27:891,0
2023-02-15 07:25:27:902,0
2023-02-15 07:25:27:912,0
2023-02-15 07:25:27:922,0
2023-02-15 07:25:27:932,0
2023-02-15 07:25:27:942,0
2023-02-15 07:25:27:952,0
