Timestamp_cmd,imu_cmd
2023-01-13 09:52:50:839,0
2023-01-13 09:52:50:847,0
2023-01-13 09:52:50:857,0
2023-01-13 09:52:50:867,0
2023-01-13 09:52:50:877,0
2023-01-13 09:52:50:887,0
2023-01-13 09:52:50:897,0
2023-01-13 09:52:50:907,0
2023-01-13 09:52:50:917,0
2023-01-13 09:52:50:927,0
2023-01-13 09:52:50:937,0
2023-01-13 09:52:50:947,0
2023-01-13 09:52:50:957,0
2023-01-13 09:52:50:967,0
2023-01-13 09:52:50:977,0
2023-01-13 09:52:50:987,0
2023-01-13 09:52:50:997,0
2023-01-13 09:52:51:7,0
2023-01-13 09:52:51:17,0
2023-01-13 09:52:51:27,0
2023-01-13 09:52:51:37,0
2023-01-13 09:52:51:47,0
2023-01-13 09:52:51:57,0
2023-01-13 09:52:51:67,0
2023-01-13 09:52:51:77,0
2023-01-13 09:52:51:87,0
2023-01-13 09:52:51:97,0
2023-01-13 09:52:51:107,0
2023-01-13 09:52:51:117,0
2023-01-13 09:52:51:127,0
2023-01-13 09:52:51:137,0
2023-01-13 09:52:51:147,0
2023-01-13 09:52:51:157,0
2023-01-13 09:52:51:167,0
2023-01-13 09:52:51:177,0
2023-01-13 09:52:51:187,0
2023-01-13 09:52:51:197,0
2023-01-13 09:52:51:207,0
2023-01-13 09:52:51:217,0
2023-01-13 09:52:51:227,0
2023-01-13 09:52:51:237,0
2023-01-13 09:52:51:247,0
2023-01-13 09:52:51:257,0
2023-01-13 09:52:51:267,0
2023-01-13 09:52:51:277,0
2023-01-13 09:52:51:287,0
2023-01-13 09:52:51:297,0
2023-01-13 09:52:51:307,0
2023-01-13 09:52:51:317,0
2023-01-13 09:52:51:327,0
2023-01-13 09:52:51:337,0
2023-01-13 09:52:51:347,0
2023-01-13 09:52:51:357,0
2023-01-13 09:52:51:367,0
2023-01-13 09:52:51:377,0
2023-01-13 09:52:51:387,0
2023-01-13 09:52:51:397,0
2023-01-13 09:52:51:407,0
2023-01-13 09:52:51:417,0
2023-01-13 09:52:51:427,0
2023-01-13 09:52:51:437,0
2023-01-13 09:52:51:447,0
2023-01-13 09:52:51:457,0
2023-01-13 09:52:51:467,0
2023-01-13 09:52:51:477,0
2023-01-13 09:52:51:487,0
2023-01-13 09:52:51:497,0
2023-01-13 09:52:51:507,0
2023-01-13 09:52:51:517,0
2023-01-13 09:52:51:527,0
2023-01-13 09:52:51:537,0
2023-01-13 09:52:51:547,0
2023-01-13 09:52:51:557,0
2023-01-13 09:52:51:567,0
2023-01-13 09:52:51:577,0
2023-01-13 09:52:51:587,0
2023-01-13 09:52:51:597,0
2023-01-13 09:52:51:607,0
2023-01-13 09:52:51:617,0
2023-01-13 09:52:51:627,0
2023-01-13 09:52:51:637,0
2023-01-13 09:52:51:647,0
2023-01-13 09:52:51:657,0
2023-01-13 09:52:51:667,0
2023-01-13 09:52:51:677,0
2023-01-13 09:52:51:687,0
2023-01-13 09:52:51:697,0
2023-01-13 09:52:51:707,0
2023-01-13 09:52:51:717,0
2023-01-13 09:52:51:727,0
2023-01-13 09:52:51:737,0
2023-01-13 09:52:51:747,0
2023-01-13 09:52:51:757,0
2023-01-13 09:52:51:767,0
2023-01-13 09:52:51:777,0
2023-01-13 09:52:51:787,0
2023-01-13 09:52:51:797,0
2023-01-13 09:52:51:807,0
2023-01-13 09:52:51:817,0
2023-01-13 09:52:51:827,0
2023-01-13 09:52:51:837,0
2023-01-13 09:52:51:847,0
2023-01-13 09:52:51:857,0
2023-01-13 09:52:51:867,0
2023-01-13 09:52:51:877,0
2023-01-13 09:52:51:887,0
2023-01-13 09:52:51:897,0
2023-01-13 09:52:51:907,0
2023-01-13 09:52:51:917,0
2023-01-13 09:52:51:927,0
2023-01-13 09:52:51:937,0
2023-01-13 09:52:51:947,0
2023-01-13 09:52:51:957,0
2023-01-13 09:52:51:967,0
2023-01-13 09:52:51:977,0
2023-01-13 09:52:51:987,0
2023-01-13 09:52:51:997,0
2023-01-13 09:52:52:7,0
2023-01-13 09:52:52:17,0
2023-01-13 09:52:52:27,0
2023-01-13 09:52:52:37,0
2023-01-13 09:52:52:47,0
2023-01-13 09:52:52:57,0
2023-01-13 09:52:52:67,0
2023-01-13 09:52:52:77,0
2023-01-13 09:52:52:87,0
2023-01-13 09:52:52:97,0
2023-01-13 09:52:52:107,0
2023-01-13 09:52:52:117,0
2023-01-13 09:52:52:127,0
2023-01-13 09:52:52:137,0
2023-01-13 09:52:52:147,0
2023-01-13 09:52:52:157,0
2023-01-13 09:52:52:167,0
2023-01-13 09:52:52:177,0
2023-01-13 09:52:52:187,0
2023-01-13 09:52:52:197,0
2023-01-13 09:52:52:207,0
2023-01-13 09:52:52:217,0
2023-01-13 09:52:52:227,0
2023-01-13 09:52:52:237,0
2023-01-13 09:52:52:247,0
2023-01-13 09:52:52:257,0
2023-01-13 09:52:52:267,0
2023-01-13 09:52:52:277,0
2023-01-13 09:52:52:287,0
2023-01-13 09:52:52:297,0
2023-01-13 09:52:52:307,0
2023-01-13 09:52:52:317,0
2023-01-13 09:52:52:327,0
2023-01-13 09:52:52:337,0
2023-01-13 09:52:52:347,0
2023-01-13 09:52:52:357,0
2023-01-13 09:52:52:367,0
2023-01-13 09:52:52:377,0
2023-01-13 09:52:52:386,0
2023-01-13 09:52:52:397,0
2023-01-13 09:52:52:407,0
2023-01-13 09:52:52:417,0
2023-01-13 09:52:52:427,0
2023-01-13 09:52:52:437,0
2023-01-13 09:52:52:447,0
2023-01-13 09:52:52:457,0
2023-01-13 09:52:52:467,0
2023-01-13 09:52:52:477,0
2023-01-13 09:52:52:487,0
2023-01-13 09:52:52:497,0
2023-01-13 09:52:52:507,0
2023-01-13 09:52:52:517,0
2023-01-13 09:52:52:527,0
2023-01-13 09:52:52:537,0
2023-01-13 09:52:52:547,0
2023-01-13 09:52:52:557,0
2023-01-13 09:52:52:567,0
2023-01-13 09:52:52:577,0
2023-01-13 09:52:52:587,0
2023-01-13 09:52:52:597,0
2023-01-13 09:52:52:607,0
2023-01-13 09:52:52:617,0
2023-01-13 09:52:52:627,0
2023-01-13 09:52:52:637,0
2023-01-13 09:52:52:647,0
2023-01-13 09:52:52:657,0
2023-01-13 09:52:52:667,0
2023-01-13 09:52:52:677,0
2023-01-13 09:52:52:687,0
2023-01-13 09:52:52:697,0
2023-01-13 09:52:52:707,0
2023-01-13 09:52:52:717,0
2023-01-13 09:52:52:727,0
2023-01-13 09:52:52:737,0
2023-01-13 09:52:52:747,0
2023-01-13 09:52:52:757,0
2023-01-13 09:52:52:767,0
2023-01-13 09:52:52:777,0
2023-01-13 09:52:52:787,0
2023-01-13 09:52:52:797,0
2023-01-13 09:52:52:807,0
2023-01-13 09:52:52:817,0
2023-01-13 09:52:52:827,0
2023-01-13 09:52:52:837,0
2023-01-13 09:52:52:847,0
2023-01-13 09:52:52:857,0
2023-01-13 09:52:52:867,0
2023-01-13 09:52:52:877,0
2023-01-13 09:52:52:887,0
2023-01-13 09:52:52:897,0
2023-01-13 09:52:52:907,0
2023-01-13 09:52:52:917,0
2023-01-13 09:52:52:927,0
2023-01-13 09:52:52:937,0
2023-01-13 09:52:52:947,0
2023-01-13 09:52:52:957,0
2023-01-13 09:52:52:967,0
2023-01-13 09:52:52:977,0
2023-01-13 09:52:52:987,0
2023-01-13 09:52:52:997,0
2023-01-13 09:52:53:7,0
2023-01-13 09:52:53:17,0
2023-01-13 09:52:53:27,0
2023-01-13 09:52:53:37,0
2023-01-13 09:52:53:47,0
2023-01-13 09:52:53:57,0
2023-01-13 09:52:53:67,0
2023-01-13 09:52:53:77,0
