Timestamp,Acceleration_x,Acceleration_y,Acceleration_z,roll,pitch,yaw
2023-03-10 23:40:50:491,-1.76344,-1.59511,-9.43014,9.34243,-10.2613,84.0682
2023-03-10 23:40:50:498,-1.73707,-1.57416,-9.45901,9.32125,-10.2702,84.0356
2023-03-10 23:40:50:508,-1.72826,-1.55347,-9.5109,9.29856,-10.279,84.0001
2023-03-10 23:40:50:518,-1.78815,-1.54703,-9.53457,9.27065,-10.2915,83.9665
2023-03-10 23:40:50:528,-1.82153,-1.51532,-9.49705,9.24998,-10.3125,83.9324
2023-03-10 23:40:50:538,-1.8196,-1.52573,-9.48501,9.23028,-10.3328,83.8879
2023-03-10 23:40:50:548,-1.81912,-1.52532,-9.4631,9.2102,-10.3533,83.8437
2023-03-10 23:40:50:558,-1.80655,-1.51529,-9.48349,9.18915,-10.3779,83.7952
2023-03-10 23:40:50:568,-1.81508,-1.48612,-9.53606,9.16756,-10.4048,83.7419
2023-03-10 23:40:50:578,-1.87086,-1.44886,-9.56561,9.14107,-10.4379,83.6871
2023-03-10 23:40:50:588,-1.92061,-1.44393,-9.61064,9.11729,-10.4736,83.6302
2023-03-10 23:40:50:598,-1.94232,-1.43524,-9.62515,9.09942,-10.5116,83.5642
2023-03-10 23:40:50:608,-1.97578,-1.43154,-9.61176,9.08735,-10.5505,83.4934
2023-03-10 23:40:50:618,-2.0004,-1.43527,-9.6161,9.08006,-10.5987,83.4167
2023-03-10 23:40:50:628,-1.97913,-1.43763,-9.59059,9.07991,-10.6454,83.3298
2023-03-10 23:40:50:638,-1.9649,-1.46019,-9.53366,9.07958,-10.689,83.2388
2023-03-10 23:40:50:648,-1.95416,-1.48328,-9.48163,9.08276,-10.7347,83.1414
2023-03-10 23:40:50:658,-1.92787,-1.47883,-9.46829,9.08493,-10.7787,83.0453
2023-03-10 23:40:50:668,-1.89815,-1.47508,-9.48225,9.0887,-10.8181,82.9474
2023-03-10 23:40:50:678,-1.87675,-1.48022,-9.48489,9.09419,-10.8523,82.8471
2023-03-10 23:40:50:688,-1.87806,-1.50007,-9.4709,9.10027,-10.8823,82.7495
2023-03-10 23:40:50:698,-1.89746,-1.56408,-9.4629,9.11116,-10.9026,82.6562
2023-03-10 23:40:50:708,-1.87287,-1.62573,-9.45346,9.12164,-10.9226,82.5696
2023-03-10 23:40:50:718,-1.78101,-1.6277,-9.47478,9.12921,-10.931,82.4831
2023-03-10 23:40:50:728,-1.65495,-1.60899,-9.51993,9.13069,-10.9338,82.4042
2023-03-10 23:40:50:738,-1.56642,-1.6027,-9.56113,9.12875,-10.9318,82.3327
2023-03-10 23:40:50:748,-1.50426,-1.62899,-9.5743,9.1281,-10.9351,82.2694
2023-03-10 23:40:50:758,-1.48099,-1.64997,-9.50011,9.12996,-10.9456,82.2162
2023-03-10 23:40:50:768,-1.54115,-1.67431,-9.39986,9.12978,-10.9674,82.1779
2023-03-10 23:40:50:778,-1.64101,-1.66582,-9.32322,9.12224,-10.9961,82.1546
2023-03-10 23:40:50:788,-1.74545,-1.61153,-9.28369,9.10194,-11.0296,82.1489
2023-03-10 23:40:50:798,-1.78862,-1.54176,-9.3094,9.07217,-11.0577,82.1526
2023-03-10 23:40:50:808,-1.76287,-1.48352,-9.37837,9.03313,-11.0786,82.1685
2023-03-10 23:40:50:818,-1.72118,-1.4305,-9.43945,8.99211,-11.0982,82.1933
2023-03-10 23:40:50:828,-1.7249,-1.42641,-9.4495,8.94943,-11.1153,82.2253
2023-03-10 23:40:50:838,-1.81193,-1.45396,-9.44059,8.91388,-11.1376,82.2701
2023-03-10 23:40:50:848,-1.93096,-1.46884,-9.41979,8.87753,-11.1636,82.3215
2023-03-10 23:40:50:858,-1.99619,-1.48558,-9.41416,8.83843,-11.192,82.378
2023-03-10 23:40:50:868,-2.03819,-1.45431,-9.41136,8.79397,-11.2234,82.4351
2023-03-10 23:40:50:878,-2.08694,-1.42585,-9.36709,8.74132,-11.2519,82.4945
2023-03-10 23:40:50:888,-2.10608,-1.42215,-9.37422,8.68652,-11.2762,82.5511
2023-03-10 23:40:50:898,-2.06514,-1.40779,-9.41666,8.6347,-11.2906,82.6034
2023-03-10 23:40:50:908,-2.00724,-1.38559,-9.44238,8.57914,-11.2982,82.6533
2023-03-10 23:40:50:918,-1.98618,-1.40432,-9.47123,8.52576,-11.3019,82.7008
2023-03-10 23:40:50:928,-1.99384,-1.43365,-9.49932,8.47345,-11.3077,82.7523
2023-03-10 23:40:50:938,-2.00772,-1.43911,-9.52066,8.42368,-11.3173,82.8052
2023-03-10 23:40:50:948,-2.02228,-1.41443,-9.53224,8.37179,-11.3283,82.8611
2023-03-10 23:40:50:958,-1.9912,-1.34268,-9.53285,8.31547,-11.335,82.9108
2023-03-10 23:40:50:968,-1.92977,-1.31184,-9.52033,8.25926,-11.3397,82.9602
2023-03-10 23:40:50:978,-1.91806,-1.30055,-9.4917,8.20737,-11.3429,83.012
2023-03-10 23:40:50:988,-1.94881,-1.27447,-9.49606,8.15182,-11.352,83.0662
2023-03-10 23:40:50:998,-1.96559,-1.26477,-9.51646,8.10229,-11.3573,83.1223
2023-03-10 23:40:51:8,-1.97037,-1.28166,-9.50261,8.0624,-11.3596,83.1808
2023-03-10 23:40:51:18,-2.00205,-1.32901,-9.46503,8.01951,-11.3614,83.2454
2023-03-10 23:40:51:28,-2.0334,-1.3798,-9.40732,7.98066,-11.3623,83.3102
2023-03-10 23:40:51:38,-2.01596,-1.42284,-9.38099,7.94158,-11.3617,83.3765
2023-03-10 23:40:51:48,-1.96605,-1.43463,-9.3952,7.90298,-11.3483,83.4412
2023-03-10 23:40:51:58,-1.95588,-1.42218,-9.44438,7.85247,-11.333,83.5085
2023-03-10 23:40:51:68,-1.98721,-1.3925,-9.47042,7.79964,-11.3189,83.5775
2023-03-10 23:40:51:78,-2.01634,-1.39236,-9.47247,7.74545,-11.2973,83.6445
2023-03-10 23:40:51:88,-2.03071,-1.40864,-9.47199,7.68935,-11.2693,83.7142
2023-03-10 23:40:51:98,-2.01318,-1.42766,-9.46519,7.63699,-11.2431,83.7801
2023-03-10 23:40:51:108,-2.00631,-1.45456,-9.46156,7.5812,-11.2124,83.8452
2023-03-10 23:40:51:118,-2.05637,-1.41744,-9.47899,7.5226,-11.182,83.908
2023-03-10 23:40:51:128,-2.11619,-1.37106,-9.45985,7.46384,-11.1542,83.9652
2023-03-10 23:40:51:139,-2.10076,-1.34525,-9.48173,7.40992,-11.1282,84.0165
2023-03-10 23:40:51:148,-2.0113,-1.3474,-9.55756,7.36023,-11.1006,84.0626
2023-03-10 23:40:51:158,-1.93372,-1.37516,-9.5958,7.31883,-11.0794,84.1005
2023-03-10 23:40:51:168,-1.93488,-1.39987,-9.55696,7.28222,-11.0628,84.1342
2023-03-10 23:40:51:178,-1.96587,-1.39213,-9.47714,7.24331,-11.0573,84.1749
2023-03-10 23:40:51:188,-2.054,-1.35858,-9.43532,7.20439,-11.0579,84.2155
2023-03-10 23:40:51:198,-2.16664,-1.26557,-9.41717,7.15209,-11.0609,84.2617
2023-03-10 23:40:51:208,-2.25749,-1.16756,-9.40625,7.08818,-11.0586,84.3086
2023-03-10 23:40:51:218,-2.28568,-1.08057,-9.43568,7.01968,-11.0453,84.3498
2023-03-10 23:40:51:228,-2.21431,-0.991005,-9.53045,6.94165,-11.0187,84.3821
2023-03-10 23:40:51:238,-2.07638,-0.902826,-9.64287,6.86282,-10.9787,84.4091
2023-03-10 23:40:51:248,-1.98695,-0.84045,-9.67844,6.79027,-10.9328,84.426
2023-03-10 23:40:51:258,-1.92101,-0.794833,-9.67197,6.71966,-10.8863,84.441
2023-03-10 23:40:51:268,-1.83161,-0.765234,-9.68491,6.65444,-10.8391,84.4532
2023-03-10 23:40:51:278,-1.76682,-0.729196,-9.71489,6.59239,-10.7907,84.4636
2023-03-10 23:40:51:288,-1.75069,-0.700662,-9.72648,6.53514,-10.749,84.4783
2023-03-10 23:40:51:298,-1.75008,-0.670602,-9.71674,6.4809,-10.7057,84.4902
2023-03-10 23:40:51:308,-1.75475,-0.66763,-9.71597,6.43357,-10.6686,84.5057
2023-03-10 23:40:51:318,-1.7624,-0.665299,-9.69424,6.39498,-10.6259,84.5309
2023-03-10 23:40:51:328,-1.7297,-0.672659,-9.68327,6.36305,-10.5719,84.5527
2023-03-10 23:40:51:338,-1.63269,-0.627279,-9.75032,6.33542,-10.5071,84.5761
2023-03-10 23:40:51:348,-1.50951,-0.57689,-9.84543,6.31286,-10.4393,84.5981
2023-03-10 23:40:51:358,-1.43032,-0.584887,-9.89929,6.30712,-10.3669,84.6177
2023-03-10 23:40:51:368,-1.40998,-0.642313,-9.88274,6.32089,-10.3018,84.6438
2023-03-10 23:40:51:378,-1.46129,-0.741748,-9.78035,6.35204,-10.247,84.6792
2023-03-10 23:40:51:388,-1.59098,-0.839093,-9.67159,6.39821,-10.1992,84.7195
2023-03-10 23:40:51:398,-1.74787,-0.915496,-9.57997,6.45169,-10.1572,84.7658
2023-03-10 23:40:51:408,-1.82782,-1.02546,-9.48908,6.51216,-10.1119,84.808
2023-03-10 23:40:51:418,-1.18977,-1.00961,-9.74537,6.57378,-10.0592,84.8421
2023-03-10 23:40:51:428,-1.37969,-0.558822,-8.7735,6.62733,-9.94835,84.8686
2023-03-10 23:40:51:438,-1.36594,-1.87015,-9.32013,6.69841,-9.71542,84.8118
2023-03-10 23:40:51:448,-3.36724,-0.428404,-9.24125,6.62781,-9.77763,85.0091
2023-03-10 23:40:51:458,-2.46355,-1.43088,-9.42158,6.67955,-9.74617,84.9462
2023-03-10 23:40:51:468,-0.733098,-1.29237,-10.0506,6.69081,-9.63239,84.8378
2023-03-10 23:40:51:478,-0.605243,-1.20777,-10.2119,6.7209,-9.5184,84.7904
2023-03-10 23:40:51:488,-1.54949,-1.59212,-9.58945,6.81361,-9.44377,84.817
2023-03-10 23:40:51:498,-2.4604,-1.66974,-9.04312,6.89972,-9.4186,84.8788
2023-03-10 23:40:51:508,-2.4656,-1.71236,-8.96584,6.95187,-9.38313,84.8816
2023-03-10 23:40:51:518,-1.89006,-1.6408,-9.22102,6.97864,-9.31471,84.8355
