Acceleration of X axis,Acceleration of Y axis,Acceleration of Z axis,roll,pitch,yaw
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.225553,-9.38496,0.431493,0,0,0
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.225553,-9.38496,0.431493,1.3753,180,-87.3676
0.20594,-9.36535,0.304006,1.37297,180,-87.383
0.20594,-9.36535,0.304006,1.37297,180,-87.383
0.20594,-9.36535,0.304006,1.37297,180,-87.383
0.20594,-9.36535,0.304006,1.37297,180,-87.383
0.20594,-9.36535,0.304006,1.37297,180,-87.383
0.186326,-9.40458,0.323619,1.3682,180,-87.396
0.186326,-9.40458,0.323619,1.3682,180,-87.396
0.186326,-9.40458,0.323619,1.3682,180,-87.396
0.186326,-9.40458,0.323619,1.3682,180,-87.396
0.186326,-9.40458,0.323619,1.3682,180,-87.396
0.186326,-9.36535,0.323619,1.36362,180,-87.4085
0.186326,-9.36535,0.323619,1.36362,180,-87.4085
0.186326,-9.36535,0.323619,1.36362,180,-87.4085
0.186326,-9.36535,0.323619,1.36362,180,-87.4085
0.186326,-9.36535,0.323619,1.36362,180,-87.4085
0.166713,-9.36535,0.382459,1.35672,180,-87.4135
0.166713,-9.36535,0.382459,1.35672,180,-87.4135
0.166713,-9.36535,0.382459,1.35672,180,-87.4135
0.166713,-9.36535,0.382459,1.35672,180,-87.4135
0.166713,-9.36535,0.382459,1.35672,180,-87.4135
0.186326,-9.36535,0.304006,1.35237,180,-87.4281
0.186326,-9.36535,0.304006,1.35237,180,-87.4281
0.186326,-9.36535,0.304006,1.35237,180,-87.4281
0.186326,-9.36535,0.304006,1.35237,180,-87.4281
0.186326,-9.36535,0.304006,1.35237,180,-87.4281
0.166713,-9.38496,0.362846,1.34566,180,-87.4352
0.166713,-9.38496,0.362846,1.34566,180,-87.4352
0.166713,-9.38496,0.362846,1.34566,180,-87.4352
0.166713,-9.38496,0.362846,1.34566,180,-87.4352
0.166713,-9.38496,0.362846,1.34566,180,-87.4352
0.127486,-9.38496,0.362846,1.3343,180,-87.4422
0.127486,-9.38496,0.362846,1.3343,180,-87.4422
0.127486,-9.38496,0.362846,1.3343,180,-87.4422
0.127486,-9.38496,0.362846,1.3343,180,-87.4422
0.127486,-9.38496,0.362846,1.3343,180,-87.4422
0.1471,-9.38496,0.431493,1.32556,180,-87.4407
0.1471,-9.38496,0.431493,1.32556,180,-87.4407
0.1471,-9.38496,0.431493,1.32556,180,-87.4407
0.1471,-9.38496,0.431493,1.32556,180,-87.4407
0.1471,-9.38496,0.431493,1.32556,180,-87.4407
0.166713,-9.36535,0.411879,1.31942,180,-87.4416
0.166713,-9.36535,0.411879,1.31942,180,-87.4416
0.166713,-9.36535,0.411879,1.31942,180,-87.4416
0.166713,-9.36535,0.411879,1.31942,180,-87.4416
0.225553,-9.36535,0.382459,1.32061,180,-87.4459
0.225553,-9.36535,0.382459,1.32061,180,-87.4459
0.225553,-9.36535,0.382459,1.32061,180,-87.4459
0.225553,-9.36535,0.382459,1.32061,180,-87.4459
0.225553,-9.36535,0.382459,1.32061,180,-87.4459
0.1471,-9.38496,0.402073,1.31214,180,-87.448
0.1471,-9.38496,0.402073,1.31214,180,-87.448
0.1471,-9.38496,0.402073,1.31214,180,-87.448
0.1471,-9.38496,0.402073,1.31214,180,-87.448
0.1471,-9.38496,0.402073,1.31214,180,-87.448
0.225553,-9.41438,0.431493,1.31331,180,-87.4465
0.225553,-9.41438,0.431493,1.31331,180,-87.4465
0.225553,-9.41438,0.431493,1.31331,180,-87.4465
0.225553,-9.41438,0.431493,1.31331,180,-87.4465
0.225553,-9.41438,0.431493,1.31331,180,-87.4465
0.20594,-9.40458,0.382459,1.31212,180,-87.451
0.20594,-9.40458,0.382459,1.31212,180,-87.451
0.20594,-9.40458,0.382459,1.31212,180,-87.451
0.20594,-9.40458,0.382459,1.31212,180,-87.451
0.20594,-9.40458,0.382459,1.31212,180,-87.451
0.225553,-9.32612,0.451106,1.31355,180,-87.4466
0.225553,-9.32612,0.451106,1.31355,180,-87.4466
0.225553,-9.32612,0.451106,1.31355,180,-87.4466
0.225553,-9.32612,0.451106,1.31355,180,-87.4466
0.225553,-9.32612,0.451106,1.31355,180,-87.4466
0.20594,-9.2869,0.431493,1.31266,180,-87.4445
0.20594,-9.2869,0.431493,1.31266,180,-87.4445
0.20594,-9.2869,0.431493,1.31266,180,-87.4445
0.20594,-9.2869,0.431493,1.31266,180,-87.4445
0.20594,-9.2869,0.431493,1.31266,180,-87.4445
0.20594,-9.30651,0.451106,1.31173,180,-87.4401
0.20594,-9.30651,0.451106,1.31173,180,-87.4401
0.20594,-9.30651,0.451106,1.31173,180,-87.4401
0.20594,-9.30651,0.451106,1.31173,180,-87.4401
0.20594,-9.30651,0.411879,1.31082,180,-87.4406
0.20594,-9.30651,0.411879,1.31082,180,-87.4406
0.20594,-9.30651,0.411879,1.31082,180,-87.4406
0.20594,-9.30651,0.411879,1.31082,180,-87.4406
0.20594,-9.30651,0.411879,1.31082,180,-87.4406
0.1471,-9.30651,0.509946,1.30269,180,-87.4291
0.1471,-9.30651,0.509946,1.30269,180,-87.4291
0.1471,-9.30651,0.509946,1.30269,180,-87.4291
0.1471,-9.30651,0.509946,1.30269,180,-87.4291
0.1471,-9.30651,0.509946,1.30269,180,-87.4291
0.107873,-9.32612,0.470719,1.28987,180,-87.4227
0.107873,-9.32612,0.470719,1.28987,180,-87.4227
0.107873,-9.32612,0.470719,1.28987,180,-87.4227
0.107873,-9.32612,0.470719,1.28987,180,-87.4227
0.107873,-9.32612,0.470719,1.28987,180,-87.4227
0.1471,-9.34574,0.451106,1.28209,180,-87.419
0.1471,-9.34574,0.451106,1.28209,180,-87.419
0.1471,-9.34574,0.451106,1.28209,180,-87.419
0.1471,-9.34574,0.451106,1.28209,180,-87.419
0.1471,-9.36535,0.402073,1.27443,180,-87.4214
0.1471,-9.36535,0.402073,1.27443,180,-87.4214
0.1471,-9.36535,0.402073,1.27443,180,-87.4214
0.1471,-9.36535,0.402073,1.27443,180,-87.4214
0.1471,-9.36535,0.402073,1.27443,180,-87.4214
0.127486,-9.32612,0.362846,1.26459,180,-87.4284
0.127486,-9.32612,0.362846,1.26459,180,-87.4284
0.127486,-9.32612,0.362846,1.26459,180,-87.4284
0.127486,-9.32612,0.362846,1.26459,180,-87.4284
0.127486,-9.32612,0.362846,1.26459,180,-87.4284
0.186326,-9.38496,0.362846,1.26203,180,-87.4356
0.186326,-9.38496,0.362846,1.26203,180,-87.4356
0.186326,-9.38496,0.362846,1.26203,180,-87.4356
0.186326,-9.38496,0.362846,1.26203,180,-87.4356
0.186326,-9.38496,0.362846,1.26203,180,-87.4356
0.186326,-9.34574,0.362846,1.25962,180,-87.4424
0.186326,-9.34574,0.362846,1.25962,180,-87.4424
0.186326,-9.34574,0.362846,1.25962,180,-87.4424
0.186326,-9.34574,0.362846,1.25962,180,-87.4424
0.186326,-9.34574,0.362846,1.25962,180,-87.4424
0.186326,-9.34574,0.323619,1.25725,180,-87.4539
0.186326,-9.34574,0.323619,1.25725,180,-87.4539
0.186326,-9.34574,0.323619,1.25725,180,-87.4539
0.186326,-9.34574,0.323619,1.25725,180,-87.4539
0.166713,-9.38496,0.362846,1.25245,180,-87.4605
